DATABASE	PRIMARY NAME	ABBREVIATION	NAMES	KEGG ID(S)	FORMULA	CHARGE
cpd12621_c0	Holo-[methylcrotonoyl-CoA-carboxylase]	Holo-[methylcrotonoyl-CoA-carboxylase]	[3-Methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming)]|Holo-[3-methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming)]|Biotin-[3-methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming)]|Holo-[methylcrotonoyl-CoA-carboxylase]|Biotin-[methylcrotonoyl-CoA-carboxylase]	C04801	C17H27N5O4R2S	0
cpd12622_c0	m7G(5')pppRm-RNA (mRNA containing a 2'-O-methylpurine cap)	m7G(5')pppRm-RNA (mRNA containing a 2'-O-methylpurine cap)	m7G(5')pppRm-RNA (mRNA containing a 2'-O-methylpurine cap)	C04802	C27H39N5O29P5R3	-4
cpd12623_c0	Oligosaccharide(non-reducing N- or O-acylneuraminyl residue)	Oligosaccharide(non-reducing N- or O-acylneuraminyl residue)	Oligosaccharide(non-reducing N- or O-acylneuraminyl residue)	C04803		10000000
cpd12624_c0	D-Abequosyl-D-mannosyl-rhamnosyl-D-galactose-1-diphospholipid	D-Abequosyl-D-mannosyl-rhamnosyl-D-galactose-1-diphospholipid	D-Abequosyl-D-mannosyl-rhamnosyl-D-galactose-1-diphospholipid	C04808	C79H130O24P2	-2
cpd12625_c0	Membrane-derived-oligosaccharide 6-(glycerophospho)-D-glucose	Membrane-derived-oligosaccharide 6-(glycerophospho)-D-glucose	Membrane-derived-oligosaccharide 6-(glycerophospho)-D-glucose	C04809		10000000
cpd12626_c0	Oligosaccharides with 4-deoxy-alpha-D-gluc-4-enuronosyl group	Oligosaccharides with 4-deoxy-alpha-D-gluc-4-enuronosyl group	Oligosaccharides with 4-deoxy-alpha-D-gluc-4-enuronosyl group	C04810		10000000
cpd12627_c0	Dephospho-[[hydroxymethylglutaryl-CoA reductase (NADPH)]kinase]	Dephospho-[[hydroxymethylglutaryl-CoA reductase (NADPH)]kinase]	Dephospho-[[hydroxymethylglutaryl-CoA reductase (NADPH)]kinase]	C04816		10000000
cpd12628_c0	Protein alpha-D-glucosyl-1,2-beta-D-galactosyl-L-hydroxylysine	Protein alpha-D-glucosyl-1,2-beta-D-galactosyl-L-hydroxylysine	Protein alpha-D-glucosyl-1,2-beta-D-galactosyl-L-hydroxylysine	C04817	C19H33N3O13R2	0
cpd12629_c0	3-beta-D-Galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein	3-beta-D-Galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein	3-beta-D-Galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein	C04825	C21H34N2O17R2	0
cpd12630_c0	Apo-[methylcrotonoyl-CoA-carboxylase]	Apo-[methylcrotonoyl-CoA-carboxylase]	Apo-[3-methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming)]|Apo-[methylcrotonoyl-CoA-carboxylase]	C04827	C7H13N3O2R2	0
cpd12631_c0	Deacetyl-[citrate-oxaloacetate-lyase((pro-3S)-CH2COO-->acetate)]	Deacetyl-[citrate-oxaloacetate-lyase((pro-3S)-CH2COO-->acetate)]	Deacetyl-[citrate-oxaloacetate-lyase((pro-3S)-CH2COO-->acetate)]	C04829		10000000
cpd12632_c0	m7G(5')pppm6Am (mRNA containing an N6,2'-O-dimethyladenosine cap)	m7G(5')pppm6Am (mRNA containing an N6,2'-O-dimethyladenosine cap)	m7G(5')pppm6Am (mRNA containing an N6,2'-O-dimethyladenosine cap)	C04833	C33H45N10O29P5R2	-4
cpd12633_c0	2,3-Di-O-acyl-1-O-(6-O-alpha-D-galactosyl-beta-D-galactosyl)-D- glycerol	2,3-Di-O-acyl-1-O-(6-O-alpha-D-galactosyl-beta-D-galactosyl)-D- glycerol	2,3-Di-O-acyl-1-O-(6-O-alpha-D-galactosyl-beta-D-galactosyl)-D- glycerol	C04857	C17H26O15R2	0
cpd12634_c0	Nalpha-(2-naphthyl-sulfonyl-glycyl)-D-p-amidinopheyl- alanylpiperadine	Nalpha-(2-naphthyl-sulfonyl-glycyl)-D-p-amidinopheyl- alanylpiperadine	Nalpha-(2-naphthyl-sulfonyl-glycyl)-D-p-amidinopheyl- alanylpiperadine	C04863		10000000
cpd12635_c0	alpha-D-galactosyl-(1,3)-[alpha-L-fucosyl-(1,2)]-D-galactoside	alpha-D-galactosyl-(1,3)-[alpha-L-fucosyl-(1,2)]-D-galactoside	Glycoprotein alpha-D-galactosyl-(1,3)-[alpha-L-fucosyl-(1,2)]-D-galactose|alpha-D-Galactosyl-(1->3)-[alpha-L-fucosyl(1->2)]-D-galactosyl-R|alpha-D-galactosyl-(1,3)-[alpha-L-fucosyl-(1,2)]-D-galactoside	C04866	C18H31O15R	0
cpd12636_c0	1,2-Diacyl-3-[3-(alpha-D-N-acetylneuraminyl)-beta-D-galactosyl]-sn- glycerol	1,2-Diacyl-3-[3-(alpha-D-N-acetylneuraminyl)-beta-D-galactosyl]-sn- glycerol	1,2-Diacyl-3-[3-(alpha-D-N-acetylneuraminyl)-beta-D-galactosyl]-sn- glycerol	C04872	C22H32NO18R2	-1
cpd12637_c0	Oligosaccharides with terminal 4-deoxy-6-methyl-alpha-D-galact-4-enuronosyl groups	Oligosaccharides with terminal 4-deoxy-6-methyl-alpha-D-galact-4-enuronosyl groups	Oligosaccharides with terminal 4-deoxy-6-methyl-alpha-D-galact-4-enuronosyl groups	C04898	C19H29O15*	0
cpd12638_c0	beta-D-Glucuronyl-1,3-D-galactosylproteoglycan	beta-D-Glucuronyl-1,3-D-galactosylproteoglycan	3-beta-D-Glucuronosyl-3-beta-D-galactosyl-4-beta-D-galactosyl-O- beta-D-xylosylprotein|beta-D-Glucuronyl-1,3-D-galactosylproteoglycan	C04903	C27H41N2O23R2	-1
cpd12639_c0	alpha-D-Glucosyl-1,6-alpha-D-glucosyl-1,6-alpha-D-glucosyl-1,3-1-O- alkyl-2-O-acylglycerol	alpha-D-Glucosyl-1,6-alpha-D-glucosyl-1,6-alpha-D-glucosyl-1,3-1-O- alkyl-2-O-acylglycerol	alpha-D-Glucosyl-1,6-alpha-D-glucosyl-1,6-alpha-D-glucosyl-1,3-1-O- alkyl-2-O-acylglycerol	C04909	C22H36O19R2	0
cpd12640_c0	GM1	GM1	D-Galactosyl-N-acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D- galactosyl-D-glucosylceramide|GM1|GM1a|D-Galactosyl-1,3-beta-N-acetyl-D-galactosaminyl-(N- acetylneuraminyl)-D-galactosyl-D-glucosyl-N-acylsphingosine|Gal-beta1->3GalNAc-beta1->4(Neu5Ac-alpha2->3)Gal-beta1->4Glc-beta1- >1'Cer	C04911	C56H95N3O31R	-1
cpd12641_c0	N-Acetyl-beta-D-galactosaminyl-1,4-beta-D-glucuronyl-N-acetyl-1,3- beta-D-galactosaminylproteoglycan	N-Acetyl-beta-D-galactosaminyl-1,4-beta-D-glucuronyl-N-acetyl-1,3- beta-D-galactosaminylproteoglycan	N-Acetyl-beta-D-galactosaminyl-1,4-beta-D-glucuronyl-N-acetyl-1,3- beta-D-galactosaminylproteoglycan	C04913	C49H74N4O39R2	-2
cpd12642_c0	6-Sulfo-alpha-D-glucosyl-1,6-alpha-D-glucosyl-1,6-alpha-D-glucosyl- 1,3-1-O-alkyl-2-O-acylglycerol	6-Sulfo-alpha-D-glucosyl-1,6-alpha-D-glucosyl-1,6-alpha-D-glucosyl- 1,3-1-O-alkyl-2-O-acylglycerol	6-Sulfo-alpha-D-glucosyl-1,6-alpha-D-glucosyl-1,6-alpha-D-glucosyl- 1,3-1-O-alkyl-2-O-acylglycerol	C04920	C22H35O22R2S	-1
cpd12643_c0	Glycolipid	Glycolipid	Glycolipid	C05005		10000000
cpd12644_c0	Peptide(-Arg)	Peptide(-Arg)	Peptide(-Arg)	C05034	C10H18N6O4R2	0
cpd12645_c0	Peptide(-Leu)	Peptide(-Leu)	Peptide(-Leu)	C05035	C10H16N3O4R2	-1
cpd12646_c0	Peptide(-Lys)	Peptide(-Lys)	Peptide(-Lys)	C05036	C10H17N4O4R2	-1
cpd12647_c0	Peptide(-Phe)	Peptide(-Phe)	Peptide(-Phe)	C05037	C13H14N3O4R2	-1
cpd12648_c0	Peptide(-Trp)	Peptide(-Trp)	Peptide(-Trp)	C05038	C15H15N4O4R2	-1
